"","participant","song","valence_target","arousal_target","affectcat","songmark","word","songtrials_this_trial_n","rep_number","trial_number","arousal_rating","valence_rating","liking","emotion_rating","emotion_target","anxious","ashamed","scared","alert","angry","happy","active","sad","guilty","tender","frustrated","excited","na"
"2129","068","30MonoWAV/30MonoF2.wav","negative","high",2,2,"HAPPY",6,0,6,3,1,1,1,"fear",5,4,4,4,3,1,2,2,3,1,2,1,NA
"2130","068","30MonoWAV/30MonoH4.wav","positive","high",1,8,"HAPPY",7,0,7,4,4,4,4,"happy",1,1,1,2,1,4,5,1,1,4,1,5,NA
"2131","068","30MonoWAV/30MonoS1.wav","negative","low",3,9,"TENDER",8,0,8,2,1,3,3,"sad",1,3,1,1,1,1,1,4,4,3,1,1,NA
"2132","068","30MonoWAV/30MonoS2.wav","negative","low",3,10,"GUILTY",9,0,9,1,2,3,3,"sad",4,1,1,1,1,1,1,4,3,3,1,1,NA
"2133","068","30MonoWAV/30MonoH1.wav","positive","high",1,5,"ANXIOUS",10,0,10,5,5,4,1,"happy",1,1,1,2,1,4,5,1,1,2,1,5,NA
"2134","068","30MonoWAV/30MonoT1.wav","positive","low",4,13,"HAPPY",11,0,11,2,4,4,3,"tender",1,1,1,1,1,3,2,2,1,4,1,3,NA
"2135","068","30MonoWAV/30MonoT4.wav","positive","low",4,16,"ANXIOUS",12,0,12,3,4,4,1,"tender",1,1,1,1,1,3,2,1,1,4,1,2,NA
"2136","068","30MonoWAV/30MonoF3.wav","negative","high",2,3,"ASHAMED",13,0,13,4,2,3,1,"fear",2,1,2,5,4,1,4,1,1,1,1,4,NA
"2137","068","30MonoWAV/30MonoH2.wav","positive","high",1,6,"HAPPY",14,0,14,5,4,5,5,"happy",1,1,1,4,1,5,5,1,1,2,1,4,NA
"2138","068","30MonoWAV/30MonoT2.wav","positive","low",4,14,"ALERT",15,0,15,2,2,4,1,"tender",2,1,1,1,1,2,2,4,2,4,1,1,NA
"2139","068","30MonoWAV/30MonoS1.wav","negative","low",3,9,"ANGRY",0,1,16,1,2,3,1,"sad",2,1,2,1,1,1,1,4,2,3,3,1,NA
"2140","068","30MonoWAV/30MonoF4.wav","negative","high",2,4,"ACTIVE",1,1,17,5,2,4,5,"fear",4,1,4,5,4,2,5,2,1,1,2,5,NA
"2141","068","30MonoWAV/30MonoT1.wav","positive","low",4,13,"ANXIOUS",2,1,18,1,5,5,1,"tender",1,1,1,1,1,5,3,2,1,5,1,3,NA
"2142","068","30MonoWAV/30MonoF3.wav","negative","high",2,3,"ACTIVE",3,1,19,4,2,3,4,"fear",4,2,3,4,3,2,4,1,2,1,1,4,NA
"2143","068","30MonoWAV/30MonoH3.wav","positive","high",1,7,"ALERT",4,1,20,5,5,4,3,"happy",1,1,1,3,1,4,4,1,1,1,1,5,NA
"2144","068","30MonoWAV/30MonoS2.wav","negative","low",3,10,"TENDER",5,1,21,1,2,4,4,"sad",2,2,3,1,1,2,1,5,3,4,1,1,NA
"2145","068","30MonoWAV/30MonoT4.wav","positive","low",4,16,"SAD",6,1,22,3,4,4,2,"tender",1,2,1,1,1,2,1,2,2,4,1,2,NA
"2146","068","30MonoWAV/30MonoT3.wav","positive","low",4,15,"ALERT",7,1,23,2,5,5,2,"tender",2,1,2,2,1,3,1,3,2,5,1,2,NA
"2147","068","30MonoWAV/30MonoF2.wav","negative","high",2,2,"HAPPY",8,1,24,1,1,1,1,"fear",4,2,4,5,4,1,4,4,2,1,2,3,NA
"2148","068","30MonoWAV/30MonoS3.wav","negative","low",3,11,"TENDER",9,1,25,2,2,4,4,"sad",5,2,3,1,2,2,1,3,2,4,1,1,NA
"2149","068","30MonoWAV/30MonoF1.wav","negative","high",2,1,"ACTIVE",10,1,26,5,2,3,5,"fear",4,2,1,5,4,2,5,2,2,1,2,4,NA
"2150","068","30MonoWAV/30MonoH4.wav","positive","high",1,8,"FRUSTRATED",11,1,27,5,5,5,1,"happy",1,1,1,3,1,5,4,1,1,2,1,5,NA
"2151","068","30MonoWAV/30MonoT2.wav","positive","low",4,14,"GUILTY",12,1,28,2,4,4,1,"tender",1,1,1,1,1,2,1,4,1,5,1,2,NA
"2152","068","30MonoWAV/30MonoH1.wav","positive","high",1,5,"ANXIOUS",13,1,29,5,5,5,1,"happy",1,1,1,4,1,4,4,2,1,2,1,5,NA
"2153","068","30MonoWAV/30MonoS4.wav","negative","low",3,12,"EXCITED",14,1,30,1,2,4,1,"sad",3,2,1,1,1,2,1,4,2,4,1,1,NA
"2154","068","30MonoWAV/30MonoH2.wav","positive","high",1,6,"ALERT",15,1,31,4,5,4,3,"happy",1,1,1,3,2,4,5,2,1,1,1,4,NA
"2155","069","30MonoWAV/30MonoH2.wav","positive","high",1,6,"ASHAMED",0,0,0,3,2,3,1,"happy",3,1,2,4,1,2,3,2,1,1,1,1,NA
"2156","069","30MonoWAV/30MonoF3.wav","negative","high",2,3,"SCARED",1,0,1,3,1,1,2,"fear",3,1,2,4,3,1,2,1,1,1,3,1,NA
"2157","069","30MonoWAV/30MonoS2.wav","negative","low",3,10,"ALERT",2,0,2,1,2,3,1,"sad",2,2,1,1,1,1,1,4,2,5,1,1,NA
"2158","069","30MonoWAV/30MonoS3.wav","negative","low",3,11,"TENDER",3,0,3,2,1,2,2,"sad",4,3,3,3,1,1,1,3,3,2,2,1,NA
"2159","069","30MonoWAV/30MonoS4.wav","negative","low",3,12,"ACTIVE",4,0,4,1,4,3,1,"sad",1,1,1,1,1,2,1,3,1,4,1,1,NA
"2160","069","30MonoWAV/30MonoT1.wav","positive","low",4,13,"FRUSTRATED",5,0,5,3,4,3,1,"tender",1,1,1,3,1,3,2,1,1,3,1,2,NA
"2161","069","30MonoWAV/30MonoH3.wav","positive","high",1,7,"TENDER",6,0,6,4,3,3,2,"happy",1,1,1,4,1,3,3,1,1,2,1,4,NA
"2162","069","30MonoWAV/30MonoF2.wav","negative","high",2,2,"HAPPY",7,0,7,4,1,1,1,"fear",4,1,4,5,2,1,2,2,3,1,2,1,NA
"2163","069","30MonoWAV/30MonoT4.wav","positive","low",4,16,"ACTIVE",8,0,8,4,4,4,3,"tender",1,1,1,3,1,4,3,1,1,4,1,3,NA
"2164","069","30MonoWAV/30MonoF4.wav","negative","high",2,4,"ACTIVE",9,0,9,5,2,1,3,"fear",3,1,3,5,1,1,3,1,1,1,1,1,NA
"2165","069","30MonoWAV/30MonoH4.wav","positive","high",1,8,"ANGRY",10,0,10,5,5,4,1,"happy",1,1,1,3,1,5,4,1,1,3,1,4,NA
"2166","069","30MonoWAV/30MonoT2.wav","positive","low",4,14,"ACTIVE",11,0,11,3,4,4,1,"tender",1,1,1,2,1,4,1,2,1,4,1,2,NA
"2167","069","30MonoWAV/30MonoS1.wav","negative","low",3,9,"TENDER",12,0,12,1,1,1,3,"sad",4,2,3,2,1,1,1,4,2,3,2,1,NA
"2168","069","30MonoWAV/30MonoH1.wav","positive","high",1,5,"HAPPY",13,0,13,4,3,3,2,"happy",1,1,1,3,1,2,3,1,1,1,1,2,NA
"2169","069","30MonoWAV/30MonoT3.wav","positive","low",4,15,"ASHAMED",14,0,14,2,3,3,1,"tender",2,1,1,1,1,3,1,2,1,3,1,2,NA
"2170","069","30MonoWAV/30MonoF1.wav","negative","high",2,1,"FRUSTRATED",15,0,15,4,2,1,3,"fear",3,2,2,4,3,1,3,1,1,1,3,1,NA
"2171","069","30MonoWAV/30MonoH1.wav","positive","high",1,5,"SCARED",0,1,16,4,3,2,1,"happy",1,1,1,3,1,3,3,1,1,2,1,3,NA
"2172","069","30MonoWAV/30MonoH3.wav","positive","high",1,7,"SAD",1,1,17,5,4,3,1,"happy",1,1,1,4,1,4,3,1,1,3,1,4,NA
"2173","069","30MonoWAV/30MonoT2.wav","positive","low",4,14,"ANGRY",2,1,18,1,1,1,1,"tender",2,1,1,1,1,1,1,5,1,4,1,1,NA
"2174","069","30MonoWAV/30MonoH4.wav","positive","high",1,8,"TENDER",3,1,19,5,4,4,3,"happy",1,1,1,4,1,5,4,1,1,3,1,4,NA
"2175","069","30MonoWAV/30MonoT3.wav","positive","low",4,15,"SCARED",4,1,20,2,3,3,1,"tender",1,1,1,2,1,2,1,3,1,4,1,1,NA
"2176","069","30MonoWAV/30MonoS1.wav","negative","low",3,9,"ANXIOUS",5,1,21,2,2,2,3,"sad",3,2,2,1,2,1,1,4,3,3,1,1,NA
"2177","069","30MonoWAV/30MonoF2.wav","negative","high",2,2,"FRUSTRATED",6,1,22,4,1,1,3,"fear",5,1,3,5,2,1,3,1,2,1,3,1,NA
"2178","069","30MonoWAV/30MonoS2.wav","negative","low",3,10,"EXCITED",7,1,23,1,2,2,1,"sad",3,1,1,1,1,1,1,4,2,3,1,1,NA
"2179","069","30MonoWAV/30MonoS3.wav","negative","low",3,11,"ANGRY",8,1,24,1,1,1,2,"sad",4,2,3,2,2,1,1,3,3,3,2,1,NA
"2180","069","30MonoWAV/30MonoF4.wav","negative","high",2,4,"SCARED",9,1,25,4,1,1,3,"fear",3,1,3,4,2,1,3,1,1,1,2,1,NA
"2181","069","30MonoWAV/30MonoH2.wav","positive","high",1,6,"HAPPY",10,1,26,4,2,2,2,"happy",1,1,1,3,1,2,3,1,1,1,1,2,NA
"2182","069","30MonoWAV/30MonoF3.wav","negative","high",2,3,"HAPPY",11,1,27,3,1,1,1,"fear",4,2,3,3,2,1,2,1,3,1,1,1,NA
"2183","069","30MonoWAV/30MonoS4.wav","negative","low",3,12,"ALERT",12,1,28,1,1,1,1,"sad",2,2,2,1,1,1,1,4,2,3,1,1,NA
"2184","069","30MonoWAV/30MonoT1.wav","positive","low",4,13,"ASHAMED",13,1,29,1,3,3,1,"tender",1,1,1,1,1,3,1,2,1,4,1,1,NA
"2185","069","30MonoWAV/30MonoF1.wav","negative","high",2,1,"FRUSTRATED",14,1,30,4,1,1,1,"fear",3,1,2,4,1,1,4,1,1,1,1,3,NA
"2186","069","30MonoWAV/30MonoT4.wav","positive","low",4,16,"HAPPY",15,1,31,3,4,4,4,"tender",1,1,1,3,1,4,3,1,1,3,1,3,NA
"2187","070","30MonoWAV/30MonoF2.wav","negative","high",2,2,"ANGRY",0,0,0,2,1,2,1,"fear",3,2,3,2,1,1,2,1,2,1,2,2,NA
"2188","070","30MonoWAV/30MonoH4.wav","positive","high",1,8,"ANXIOUS",1,0,1,3,3,1,1,"happy",1,1,1,3,1,2,3,1,1,1,1,2,NA
"2189","070","30MonoWAV/30MonoS1.wav","negative","low",3,9,"ASHAMED",2,0,2,2,2,3,1,"sad",1,1,1,2,1,2,3,2,1,1,1,3,NA
"2190","070","30MonoWAV/30MonoS3.wav","negative","low",3,11,"ANGRY",3,0,3,3,1,2,2,"sad",2,2,3,2,2,1,1,2,2,1,1,1,NA
"2191","070","30MonoWAV/30MonoT3.wav","positive","low",4,15,"ASHAMED",4,0,4,1,2,3,1,"tender",1,1,1,2,1,3,1,1,1,2,1,2,NA
"2192","070","30MonoWAV/30MonoF1.wav","negative","high",2,1,"ACTIVE",5,0,5,3,3,2,2,"fear",2,2,1,3,2,3,2,1,3,1,1,1,NA
"2193","070","30MonoWAV/30MonoF3.wav","negative","high",2,3,"ALERT",6,0,6,4,1,3,4,"fear",3,1,2,4,2,2,4,1,2,1,1,4,NA
"2194","070","30MonoWAV/30MonoH2.wav","positive","high",1,6,"EXCITED",7,0,7,3,2,2,3,"happy",2,1,1,3,1,2,3,1,2,1,1,3,NA
"2195","070","30MonoWAV/30MonoH1.wav","positive","high",1,5,"SAD",8,0,8,3,3,2,1,"happy",1,1,1,3,1,3,3,1,1,2,1,3,NA
"2196","070","30MonoWAV/30MonoT4.wav","positive","low",4,16,"ANGRY",9,0,9,3,2,2,1,"tender",1,1,1,3,1,3,3,1,2,2,1,1,NA
"2197","070","30MonoWAV/30MonoS2.wav","negative","low",3,10,"EXCITED",10,0,10,2,2,1,1,"sad",2,1,3,1,1,1,2,3,2,2,1,1,NA
"2198","070","30MonoWAV/30MonoH3.wav","positive","high",1,7,"ASHAMED",11,0,11,2,2,2,1,"happy",1,1,1,3,1,3,2,1,1,2,2,2,NA
"2199","070","30MonoWAV/30MonoF4.wav","negative","high",2,4,"ACTIVE",12,0,12,3,2,2,3,"fear",2,1,2,2,1,1,3,1,1,1,1,3,NA
"2200","070","30MonoWAV/30MonoT2.wav","positive","low",4,14,"SCARED",13,0,13,3,3,3,1,"tender",1,2,1,1,1,2,1,4,3,2,1,3,NA
"2201","070","30MonoWAV/30MonoS4.wav","negative","low",3,12,"ACTIVE",14,0,14,2,2,2,1,"sad",1,1,1,2,1,2,1,4,1,2,1,3,NA
"2202","070","30MonoWAV/30MonoT1.wav","positive","low",4,13,"HAPPY",15,0,15,1,2,2,1,"tender",1,3,1,1,2,1,1,3,3,2,3,1,NA
"2203","070","30MonoWAV/30MonoT3.wav","positive","low",4,15,"EXCITED",0,1,16,1,1,1,1,"tender",1,1,1,1,1,1,1,2,1,2,1,1,NA
"2204","070","30MonoWAV/30MonoF4.wav","negative","high",2,4,"EXCITED",1,1,17,3,2,2,4,"fear",3,2,4,3,3,1,4,1,1,1,2,4,NA
"2205","070","30MonoWAV/30MonoH4.wav","positive","high",1,8,"GUILTY",2,1,18,4,4,2,1,"happy",1,1,1,5,1,4,5,1,1,1,1,4,NA
"2206","070","30MonoWAV/30MonoH1.wav","positive","high",1,5,"TENDER",3,1,19,3,2,2,1,"happy",2,1,1,3,1,3,3,1,1,1,1,4,NA
"2207","070","30MonoWAV/30MonoT4.wav","positive","low",4,16,"GUILTY",4,1,20,4,3,3,1,"tender",1,1,1,3,1,3,3,2,1,1,1,3,NA
"2208","070","30MonoWAV/30MonoS2.wav","negative","low",3,10,"HAPPY",5,1,21,2,2,1,1,"sad",2,2,3,2,1,1,1,3,1,2,2,1,NA
"2209","070","30MonoWAV/30MonoS4.wav","negative","low",3,12,"ALERT",6,1,22,1,1,1,1,"sad",3,2,2,1,3,1,1,3,2,1,1,1,NA
"2210","070","30MonoWAV/30MonoS3.wav","negative","low",3,11,"FRUSTRATED",7,1,23,2,1,1,1,"sad",3,2,2,2,1,1,1,2,2,1,1,1,NA
"2211","070","30MonoWAV/30MonoT1.wav","positive","low",4,13,"GUILTY",8,1,24,1,1,1,2,"tender",2,2,2,1,1,1,2,4,2,2,2,1,NA
"2212","070","30MonoWAV/30MonoF1.wav","negative","high",2,1,"HAPPY",9,1,25,3,2,2,2,"fear",2,1,3,3,2,2,3,2,2,1,2,3,NA
"2213","070","30MonoWAV/30MonoF2.wav","negative","high",2,2,"ACTIVE",10,1,26,3,1,2,3,"fear",4,1,4,4,2,1,3,2,1,1,1,1,NA
"2214","070","30MonoWAV/30MonoH3.wav","positive","high",1,7,"ANGRY",11,1,27,3,2,2,1,"happy",1,1,1,3,1,3,3,2,1,1,1,2,NA
"2215","070","30MonoWAV/30MonoH2.wav","positive","high",1,6,"GUILTY",12,1,28,2,2,2,1,"happy",1,1,1,2,1,3,2,1,1,1,1,2,NA
"2216","070","30MonoWAV/30MonoT2.wav","positive","low",4,14,"SCARED",13,1,29,3,4,4,1,"tender",1,1,1,2,1,3,2,3,2,2,1,2,NA
"2217","070","30MonoWAV/30MonoF3.wav","negative","high",2,3,"GUILTY",14,1,30,3,3,2,2,"fear",3,1,3,3,2,2,2,3,2,1,2,3,NA
"2218","070","30MonoWAV/30MonoS1.wav","negative","low",3,9,"HAPPY",15,1,31,1,1,1,1,"sad",2,1,1,1,1,1,1,2,1,2,2,1,NA
"2219","071","30MonoWAV/30MonoH1.wav","positive","high",1,5,"SAD",0,0,0,3,4,2,1,"happy",1,1,1,4,1,4,2,1,1,1,1,4,NA
"2220","071","30MonoWAV/30MonoF1.wav","negative","high",2,1,"ANXIOUS",1,0,1,4,2,1,1,"fear",1,1,1,3,1,2,3,1,1,1,1,2,NA
"2221","071","30MonoWAV/30MonoS1.wav","negative","low",3,9,"ASHAMED",2,0,2,1,1,1,1,"sad",1,1,2,2,1,1,2,2,2,2,1,1,NA
"2222","071","30MonoWAV/30MonoT4.wav","positive","low",4,16,"EXCITED",3,0,3,3,3,2,2,"tender",1,1,1,3,1,2,2,1,1,2,1,2,NA
"2223","071","30MonoWAV/30MonoF4.wav","negative","high",2,4,"ASHAMED",4,0,4,2,3,1,1,"fear",1,1,1,3,1,3,3,1,1,1,1,2,NA
"2224","071","30MonoWAV/30MonoT3.wav","positive","low",4,15,"EXCITED",5,0,5,2,4,2,1,"tender",1,1,1,2,1,4,2,1,1,4,1,1,NA
"2225","071","30MonoWAV/30MonoH4.wav","positive","high",1,8,"SAD",6,0,6,5,5,3,1,"happy",1,1,1,5,1,4,5,1,1,1,1,3,NA
"2226","071","30MonoWAV/30MonoS2.wav","negative","low",3,10,"SAD",7,0,7,1,1,1,4,"sad",2,2,1,3,1,1,3,4,3,5,1,1,NA
"2227","071","30MonoWAV/30MonoT1.wav","positive","low",4,13,"ASHAMED",8,0,8,3,2,2,1,"tender",1,1,1,3,1,2,2,3,3,4,1,3,NA
"2228","071","30MonoWAV/30MonoH2.wav","positive","high",1,6,"SCARED",9,0,9,4,4,2,1,"happy",1,1,1,4,1,4,3,1,1,1,1,4,NA
"2229","071","30MonoWAV/30MonoH3.wav","positive","high",1,7,"EXCITED",10,0,10,3,4,2,3,"happy",1,1,1,4,1,4,3,1,1,2,1,3,NA
"2230","071","30MonoWAV/30MonoS4.wav","negative","low",3,12,"HAPPY",11,0,11,1,2,1,1,"sad",1,2,1,1,1,1,2,4,1,4,1,1,NA
"2231","071","30MonoWAV/30MonoF3.wav","negative","high",2,3,"HAPPY",12,0,12,3,4,2,4,"fear",1,1,1,5,1,4,3,1,1,1,1,4,NA
"2232","071","30MonoWAV/30MonoF2.wav","negative","high",2,2,"SCARED",13,0,13,3,1,1,2,"fear",3,2,2,3,1,1,4,1,1,1,1,1,NA
"2233","071","30MonoWAV/30MonoT2.wav","positive","low",4,14,"SCARED",14,0,14,3,4,1,1,"tender",2,1,1,4,1,3,4,2,1,3,1,3,NA
"2234","071","30MonoWAV/30MonoS3.wav","negative","low",3,11,"HAPPY",15,0,15,3,2,1,1,"sad",2,2,1,3,1,1,2,3,2,4,1,1,NA
"2235","071","30MonoWAV/30MonoS3.wav","negative","low",3,11,"ANGRY",0,1,16,2,2,1,1,"sad",1,3,2,3,1,1,2,4,3,4,2,1,NA
"2236","071","30MonoWAV/30MonoH2.wav","positive","high",1,6,"ACTIVE",1,1,17,2,4,2,4,"happy",1,1,1,4,1,4,4,1,1,1,1,4,NA
"2237","071","30MonoWAV/30MonoT3.wav","positive","low",4,15,"EXCITED",2,1,18,1,2,1,2,"tender",3,2,3,2,1,1,1,3,2,4,2,2,NA
"2238","071","30MonoWAV/30MonoH3.wav","positive","high",1,7,"SCARED",3,1,19,4,4,2,1,"happy",1,1,1,4,1,4,4,1,1,1,1,4,NA
"2239","071","30MonoWAV/30MonoF4.wav","negative","high",2,4,"ASHAMED",4,1,20,3,3,3,1,"fear",1,1,2,4,2,1,3,2,1,2,1,2,NA
"2240","071","30MonoWAV/30MonoT2.wav","positive","low",4,14,"FRUSTRATED",5,1,21,2,3,1,1,"tender",2,2,1,2,1,2,2,3,1,4,1,1,NA
"2241","071","30MonoWAV/30MonoH1.wav","positive","high",1,5,"HAPPY",6,1,22,3,3,2,4,"happy",1,1,1,4,1,4,4,1,1,1,1,4,NA
"2242","071","30MonoWAV/30MonoT1.wav","positive","low",4,13,"TENDER",7,1,23,2,2,1,2,"tender",2,2,1,2,1,2,2,2,1,2,1,1,NA
"2243","071","30MonoWAV/30MonoH4.wav","positive","high",1,8,"ACTIVE",8,1,24,3,4,2,4,"happy",1,1,1,4,1,5,4,1,1,1,1,5,NA
"2244","071","30MonoWAV/30MonoS1.wav","negative","low",3,9,"EXCITED",9,1,25,1,1,1,1,"sad",3,3,2,1,1,1,1,3,3,4,1,1,NA
"2245","071","30MonoWAV/30MonoF3.wav","negative","high",2,3,"FRUSTRATED",10,1,26,4,4,2,1,"fear",1,1,1,5,2,4,4,1,3,1,1,4,NA
"2246","071","30MonoWAV/30MonoS4.wav","negative","low",3,12,"SCARED",11,1,27,1,1,1,1,"sad",2,2,1,1,1,1,2,5,2,5,1,1,NA
"2247","071","30MonoWAV/30MonoT4.wav","positive","low",4,16,"SAD",12,1,28,2,1,1,3,"tender",1,3,1,2,1,1,2,3,3,5,1,1,NA
"2248","071","30MonoWAV/30MonoF2.wav","negative","high",2,2,"HAPPY",13,1,29,3,2,1,2,"fear",4,1,4,5,3,2,4,1,1,1,3,3,NA
"2249","071","30MonoWAV/30MonoS2.wav","negative","low",3,10,"ANXIOUS",14,1,30,2,1,1,2,"sad",2,2,1,2,1,1,1,4,1,4,1,1,NA
"2250","071","30MonoWAV/30MonoF1.wav","negative","high",2,1,"ANXIOUS",15,1,31,3,3,1,1,"fear",1,1,1,4,2,1,4,1,3,1,3,2,NA
"2251","072","30MonoWAV/30MonoH3.wav","positive","high",1,7,"ASHAMED",0,0,0,4,4,4,1,"happy",1,1,1,4,1,4,3,1,1,3,1,4,NA
"2252","072","30MonoWAV/30MonoT3.wav","positive","low",4,15,"FRUSTRATED",1,0,1,3,4,4,1,"tender",1,1,1,1,1,2,1,3,1,5,1,2,NA
"2253","072","30MonoWAV/30MonoF2.wav","negative","high",2,2,"TENDER",2,0,2,1,1,1,1,"fear",3,1,3,4,1,1,3,1,1,1,1,1,NA
"2254","072","30MonoWAV/30MonoT1.wav","positive","low",4,13,"SAD",3,0,3,2,2,2,1,"tender",1,1,1,1,1,1,1,1,1,2,1,1,NA
"2255","072","30MonoWAV/30MonoT2.wav","positive","low",4,14,"SAD",4,0,4,5,5,5,2,"tender",1,1,1,1,1,1,1,2,1,4,1,1,NA
"2256","072","30MonoWAV/30MonoF4.wav","negative","high",2,4,"ANXIOUS",5,0,5,2,1,1,3,"fear",3,1,3,4,1,1,3,1,1,1,1,1,NA
"2257","072","30MonoWAV/30MonoH1.wav","positive","high",1,5,"SCARED",6,0,6,4,4,3,2,"happy",1,2,2,4,2,3,3,1,1,2,1,4,NA
"2258","072","30MonoWAV/30MonoS2.wav","negative","low",3,10,"SAD",7,0,7,2,2,2,4,"sad",1,1,1,1,1,1,1,4,1,2,1,1,NA
"2259","072","30MonoWAV/30MonoF3.wav","negative","high",2,3,"ANXIOUS",8,0,8,3,2,2,1,"fear",1,1,1,2,2,1,2,1,1,1,2,1,NA
"2260","072","30MonoWAV/30MonoF1.wav","negative","high",2,1,"ACTIVE",9,0,9,2,1,1,2,"fear",2,1,4,3,1,1,2,1,1,1,1,1,NA
"2261","072","30MonoWAV/30MonoS4.wav","negative","low",3,12,"SAD",10,0,10,1,1,1,4,"sad",1,2,1,1,1,1,1,4,2,2,1,1,NA
"2262","072","30MonoWAV/30MonoH2.wav","positive","high",1,6,"ACTIVE",11,0,11,3,4,3,3,"happy",1,1,1,3,1,4,3,1,1,2,1,3,NA
"2263","072","30MonoWAV/30MonoS1.wav","negative","low",3,9,"SAD",12,0,12,3,2,2,3,"sad",1,3,1,1,1,1,1,3,2,3,1,1,NA
"2264","072","30MonoWAV/30MonoH4.wav","positive","high",1,8,"HAPPY",13,0,13,4,4,4,4,"happy",1,1,1,4,1,4,1,1,1,1,1,4,NA
"2265","072","30MonoWAV/30MonoT4.wav","positive","low",4,16,"ACTIVE",14,0,14,5,5,5,3,"tender",1,1,1,3,1,4,3,1,1,3,1,3,NA
"2266","072","30MonoWAV/30MonoS3.wav","negative","low",3,11,"ACTIVE",15,0,15,3,3,3,2,"sad",4,2,1,1,1,1,2,4,2,1,1,2,NA
"2267","072","30MonoWAV/30MonoF1.wav","negative","high",2,1,"SCARED",0,1,16,3,1,1,3,"fear",3,1,3,3,1,1,2,1,1,1,1,1,NA
"2268","072","30MonoWAV/30MonoS2.wav","negative","low",3,10,"EXCITED",1,1,17,1,1,2,1,"sad",1,3,1,2,1,1,1,3,3,1,1,1,NA
"2269","072","30MonoWAV/30MonoS3.wav","negative","low",3,11,"FRUSTRATED",2,1,18,1,1,2,1,"sad",1,2,1,1,1,1,1,4,2,3,1,1,NA
"2270","072","30MonoWAV/30MonoH4.wav","positive","high",1,8,"GUILTY",3,1,19,5,4,4,1,"happy",1,1,1,3,1,3,3,1,1,1,1,3,NA
"2271","072","30MonoWAV/30MonoT1.wav","positive","low",4,13,"ACTIVE",4,1,20,4,4,3,1,"tender",1,1,1,1,1,2,1,1,1,4,1,1,NA
"2272","072","30MonoWAV/30MonoH1.wav","positive","high",1,5,"GUILTY",5,1,21,4,4,4,1,"happy",1,1,1,3,1,4,4,1,1,1,1,3,NA
"2273","072","30MonoWAV/30MonoT4.wav","positive","low",4,16,"ANXIOUS",6,1,22,4,5,5,1,"tender",1,1,1,4,1,4,3,1,1,4,1,3,NA
"2274","072","30MonoWAV/30MonoH3.wav","positive","high",1,7,"ALERT",7,1,23,5,5,5,5,"happy",1,1,1,5,4,4,4,1,1,2,1,1,NA
"2275","072","30MonoWAV/30MonoT2.wav","positive","low",4,14,"EXCITED",8,1,24,2,4,3,1,"tender",1,1,1,1,1,2,1,1,1,4,1,1,NA
"2276","072","30MonoWAV/30MonoH2.wav","positive","high",1,6,"ALERT",9,1,25,4,4,4,4,"happy",1,1,1,4,1,3,3,1,1,3,1,3,NA
"2277","072","30MonoWAV/30MonoF3.wav","negative","high",2,3,"ACTIVE",10,1,26,4,3,3,4,"fear",1,1,1,4,1,1,4,1,1,1,1,3,NA
"2278","072","30MonoWAV/30MonoS4.wav","negative","low",3,12,"ALERT",11,1,27,2,4,4,2,"sad",1,1,1,2,1,1,2,2,1,4,1,1,NA
"2279","072","30MonoWAV/30MonoS1.wav","negative","low",3,9,"GUILTY",12,1,28,3,3,3,2,"sad",1,2,1,2,1,1,1,3,2,3,1,1,NA
"2280","072","30MonoWAV/30MonoT3.wav","positive","low",4,15,"SAD",13,1,29,4,4,4,2,"tender",1,2,1,1,1,1,1,2,1,5,1,1,NA
"2281","072","30MonoWAV/30MonoF2.wav","negative","high",2,2,"ANXIOUS",14,1,30,1,1,1,4,"fear",4,1,4,4,1,1,4,1,1,1,1,1,NA
"2282","072","30MonoWAV/30MonoF4.wav","negative","high",2,4,"SAD",15,1,31,4,2,1,1,"fear",3,1,1,4,3,1,3,1,2,1,3,1,NA
"2283","073","30MonoWAV/30MonoS2.wav","negative","low",3,10,"FRUSTRATED",0,0,0,1,1,2,1,"sad",2,2,2,1,1,1,1,3,4,2,1,1,NA
"2284","073","30MonoWAV/30MonoH4.wav","positive","high",1,8,"ASHAMED",1,0,1,2,2,1,1,"happy",1,1,1,1,3,2,2,1,1,1,3,2,NA
"2285","073","30MonoWAV/30MonoH1.wav","positive","high",1,5,"EXCITED",2,0,2,3,3,3,3,"happy",1,1,1,1,1,3,3,1,1,1,1,3,NA
"2286","073","30MonoWAV/30MonoS3.wav","negative","low",3,11,"ASHAMED",3,0,3,1,3,3,1,"sad",2,1,3,2,1,1,1,3,2,1,1,2,NA
"2287","073","30MonoWAV/30MonoF3.wav","negative","high",2,3,"FRUSTRATED",4,0,4,3,2,4,1,"fear",1,1,1,4,2,2,2,1,1,1,1,2,NA
"2288","073","30MonoWAV/30MonoT2.wav","positive","low",4,14,"SCARED",5,0,5,2,1,2,1,"tender",2,2,1,1,1,1,1,2,2,3,2,1,NA
"2289","073","30MonoWAV/30MonoT1.wav","positive","low",4,13,"ALERT",6,0,6,2,3,2,2,"tender",1,1,1,2,1,2,2,2,1,2,1,2,NA
"2290","073","30MonoWAV/30MonoF4.wav","negative","high",2,4,"TENDER",7,0,7,3,2,3,1,"fear",2,2,2,4,1,1,3,1,2,1,1,3,NA
