"","participant","song","valence_target","arousal_target","affectcat","songmark","word","songtrials_this_trial_n","rep_number","trial_number","arousal_rating","valence_rating","liking","emotion_rating","emotion_target","anxious","ashamed","scared","alert","angry","happy","active","sad","guilty","tender","frustrated","excited","na"
"164","006","30MonoWAV/30MonoF4.wav","negative","high",2,4,"ANGRY",3,0,3,3,3,NA,2,"fear",3,1,2,5,2,1,2,1,1,1,1,2,NA
"165","006","30MonoWAV/30MonoH1.wav","positive","high",1,5,"HAPPY",4,0,4,3,5,NA,4,"happy",2,1,1,4,1,4,2,2,1,2,1,2,NA
"166","006","30MonoWAV/30MonoF1.wav","negative","high",2,1,"HAPPY",5,0,5,4,4,NA,3,"fear",3,1,2,4,1,3,3,1,1,2,2,2,NA
"167","006","30MonoWAV/30MonoT4.wav","positive","low",4,16,"HAPPY",6,0,6,1,2,NA,2,"tender",3,1,1,1,1,2,2,3,1,2,2,1,NA
"168","006","30MonoWAV/30MonoT2.wav","positive","low",4,14,"TENDER",7,0,7,1,1,NA,4,"tender",2,1,1,1,1,3,1,2,1,4,1,1,NA
"169","006","30MonoWAV/30MonoH2.wav","positive","high",1,6,"GUILTY",8,0,8,3,3,NA,1,"happy",4,1,1,1,2,2,1,3,1,5,2,1,NA
"170","006","30MonoWAV/30MonoH4.wav","positive","high",1,8,"ANGRY",9,0,9,4,4,NA,1,"happy",3,1,1,3,1,3,3,1,1,1,1,2,NA
"171","006","30MonoWAV/30MonoS2.wav","negative","low",3,10,"EXCITED",10,0,10,1,1,NA,1,"sad",2,1,1,1,1,1,1,2,1,5,1,1,NA
"172","006","30MonoWAV/30MonoF2.wav","negative","high",2,2,"FRUSTRATED",11,0,11,3,3,NA,2,"fear",3,1,3,3,1,1,1,1,1,1,2,1,NA
"173","006","30MonoWAV/30MonoS4.wav","negative","low",3,12,"ANXIOUS",12,0,12,1,3,NA,2,"sad",2,1,1,1,1,2,1,2,2,5,1,1,NA
"174","006","30MonoWAV/30MonoH3.wav","positive","high",1,7,"ASHAMED",13,0,13,4,3,NA,1,"happy",1,1,1,4,1,2,2,1,1,1,1,2,NA
"175","006","30MonoWAV/30MonoF3.wav","negative","high",2,3,"TENDER",14,0,14,3,3,NA,1,"fear",2,1,3,1,1,1,2,2,1,1,1,2,NA
"176","006","30MonoWAV/30MonoT1.wav","positive","low",4,13,"SAD",15,0,15,2,3,NA,2,"tender",2,1,2,1,1,2,1,2,2,4,1,1,NA
"177","006","30MonoWAV/30MonoH1.wav","positive","high",1,5,"GUILTY",0,1,16,3,5,NA,1,"happy",1,2,1,2,1,5,3,1,1,3,1,2,NA
"178","006","30MonoWAV/30MonoF3.wav","negative","high",2,3,"SAD",1,1,17,2,2,NA,1,"fear",2,1,1,2,1,1,2,1,1,3,1,1,NA
"179","006","30MonoWAV/30MonoF4.wav","negative","high",2,4,"HAPPY",2,1,18,4,2,NA,2,"fear",3,1,1,3,1,2,3,1,1,2,1,4,NA
"180","006","30MonoWAV/30MonoS3.wav","negative","low",3,11,"TENDER",3,1,19,1,2,NA,3,"sad",2,1,1,1,1,2,1,1,1,3,1,1,NA
"181","006","30MonoWAV/30MonoS1.wav","negative","low",3,9,"ACTIVE",4,1,20,1,2,NA,1,"sad",2,1,2,1,1,1,1,2,1,4,1,1,NA
"182","006","30MonoWAV/30MonoH4.wav","positive","high",1,8,"GUILTY",5,1,21,2,3,NA,2,"happy",1,1,1,1,1,2,1,1,2,2,1,2,NA
"183","006","30MonoWAV/30MonoT1.wav","positive","low",4,13,"ASHAMED",6,1,22,1,1,NA,2,"tender",1,2,1,1,1,1,1,2,2,3,1,1,NA
"184","006","30MonoWAV/30MonoT2.wav","positive","low",4,14,"EXCITED",7,1,23,1,4,NA,1,"tender",1,1,1,1,1,3,1,1,1,4,1,1,NA
"185","006","30MonoWAV/30MonoS2.wav","negative","low",3,10,"GUILTY",8,1,24,1,1,NA,1,"sad",2,2,1,1,1,2,1,2,1,5,1,1,NA
"186","006","30MonoWAV/30MonoH2.wav","positive","high",1,6,"ANXIOUS",9,1,25,3,3,NA,2,"happy",2,1,1,2,1,3,2,1,2,2,1,3,NA
"187","006","30MonoWAV/30MonoT4.wav","positive","low",4,16,"GUILTY",10,1,26,1,2,NA,1,"tender",2,1,1,1,1,1,1,2,1,4,1,1,NA
"188","006","30MonoWAV/30MonoT3.wav","positive","low",4,15,"ASHAMED",11,1,27,1,2,NA,1,"tender",2,1,1,1,1,2,1,1,1,5,1,1,NA
"189","006","30MonoWAV/30MonoH3.wav","positive","high",1,7,"FRUSTRATED",12,1,28,5,5,NA,1,"happy",2,1,1,5,1,5,5,1,1,2,1,1,NA
"190","006","30MonoWAV/30MonoF1.wav","negative","high",2,1,"ANGRY",13,1,29,4,1,NA,2,"fear",1,1,1,2,2,1,2,1,1,1,1,2,NA
"191","006","30MonoWAV/30MonoS4.wav","negative","low",3,12,"HAPPY",14,1,30,2,2,NA,2,"sad",2,1,1,2,1,2,1,3,1,4,1,1,NA
"192","006","30MonoWAV/30MonoF2.wav","negative","high",2,2,"ALERT",15,1,31,4,2,NA,4,"fear",2,1,1,4,1,1,4,1,1,1,1,2,NA
"193","007","30MonoWAV/30MonoH3.wav","positive","high",1,7,"TENDER",0,0,0,4,3,NA,1,"happy",1,1,1,2,1,2,4,1,1,1,1,2,NA
"194","007","30MonoWAV/30MonoT4.wav","positive","low",4,16,"HAPPY",1,0,1,1,2,NA,2,"tender",1,1,1,1,1,2,1,2,1,2,1,1,NA
"195","007","30MonoWAV/30MonoT1.wav","positive","low",4,13,"TENDER",2,0,2,1,2,NA,2,"tender",1,1,2,1,1,2,1,3,1,2,1,1,NA
"196","007","30MonoWAV/30MonoH1.wav","positive","high",1,5,"ANXIOUS",3,0,3,3,2,NA,2,"happy",2,1,2,2,1,2,3,1,1,1,1,3,NA
"197","007","30MonoWAV/30MonoH2.wav","positive","high",1,6,"ACTIVE",4,0,4,3,2,NA,3,"happy",1,1,1,2,1,2,3,1,1,1,1,2,NA
"198","007","30MonoWAV/30MonoF3.wav","negative","high",2,3,"GUILTY",5,0,5,3,1,NA,1,"fear",4,1,2,3,1,1,3,1,1,1,1,1,NA
"199","007","30MonoWAV/30MonoF1.wav","negative","high",2,1,"TENDER",6,0,6,4,1,NA,1,"fear",4,1,3,2,2,1,3,1,1,1,1,1,NA
"200","007","30MonoWAV/30MonoF4.wav","negative","high",2,4,"TENDER",7,0,7,2,1,NA,1,"fear",4,1,3,2,1,1,2,2,1,1,1,1,NA
"201","007","30MonoWAV/30MonoT3.wav","positive","low",4,15,"TENDER",8,0,8,2,3,NA,2,"tender",1,1,1,3,1,2,1,1,1,2,1,1,NA
"202","007","30MonoWAV/30MonoH4.wav","positive","high",1,8,"TENDER",9,0,9,3,4,NA,1,"happy",1,1,1,3,1,4,4,1,1,1,1,3,NA
"203","007","30MonoWAV/30MonoT2.wav","positive","low",4,14,"ANGRY",10,0,10,2,4,NA,1,"tender",1,1,1,2,1,4,2,1,1,2,1,2,NA
"204","007","30MonoWAV/30MonoS2.wav","negative","low",3,10,"EXCITED",11,0,11,1,1,NA,1,"sad",2,1,1,1,1,1,1,4,2,2,1,1,NA
"205","007","30MonoWAV/30MonoS3.wav","negative","low",3,11,"GUILTY",12,0,12,1,1,NA,2,"sad",1,2,3,1,1,1,1,4,2,3,1,1,NA
"206","007","30MonoWAV/30MonoS4.wav","negative","low",3,12,"EXCITED",13,0,13,1,1,NA,1,"sad",1,3,2,1,1,1,1,4,3,3,2,1,NA
"207","007","30MonoWAV/30MonoS1.wav","negative","low",3,9,"HAPPY",14,0,14,1,1,NA,1,"sad",3,2,1,2,1,1,1,4,1,3,1,1,NA
"208","007","30MonoWAV/30MonoF2.wav","negative","high",2,2,"ASHAMED",15,0,15,3,1,NA,1,"fear",4,1,5,4,1,1,2,1,1,1,1,1,NA
"209","007","30MonoWAV/30MonoS1.wav","negative","low",3,9,"EXCITED",0,1,16,2,1,NA,1,"sad",2,1,1,1,1,1,1,3,1,4,1,1,NA
"210","007","30MonoWAV/30MonoT4.wav","positive","low",4,16,"ASHAMED",1,1,17,3,3,NA,1,"tender",1,1,1,3,1,2,2,1,1,3,1,1,NA
"211","007","30MonoWAV/30MonoT2.wav","positive","low",4,14,"ANXIOUS",2,1,18,2,3,NA,1,"tender",1,1,1,2,1,3,2,1,1,2,1,1,NA
"212","007","30MonoWAV/30MonoT3.wav","positive","low",4,15,"ALERT",3,1,19,1,4,NA,1,"tender",1,1,1,1,1,3,1,1,1,2,1,1,NA
"213","007","30MonoWAV/30MonoH1.wav","positive","high",1,5,"ALERT",4,1,20,3,3,NA,3,"happy",1,1,1,3,1,4,3,1,1,1,1,2,NA
"214","007","30MonoWAV/30MonoS4.wav","negative","low",3,12,"ALERT",5,1,21,1,1,NA,1,"sad",2,1,2,1,2,1,1,5,2,3,1,1,NA
"215","007","30MonoWAV/30MonoF3.wav","negative","high",2,3,"GUILTY",6,1,22,2,1,NA,1,"fear",5,1,3,4,1,1,2,2,1,1,1,2,NA
"216","007","30MonoWAV/30MonoS2.wav","negative","low",3,10,"TENDER",7,1,23,1,1,NA,2,"sad",3,2,3,1,1,1,1,4,2,2,1,1,NA
"217","007","30MonoWAV/30MonoS3.wav","negative","low",3,11,"ACTIVE",8,1,24,1,1,NA,1,"sad",3,1,3,2,1,1,1,4,2,1,1,1,NA
"218","007","30MonoWAV/30MonoH2.wav","positive","high",1,6,"GUILTY",9,1,25,4,4,NA,1,"happy",1,1,1,4,1,2,3,1,1,1,1,3,NA
"219","007","30MonoWAV/30MonoF1.wav","negative","high",2,1,"FRUSTRATED",10,1,26,2,1,NA,1,"fear",4,1,4,3,1,1,1,1,1,1,1,1,NA
"220","007","30MonoWAV/30MonoF4.wav","negative","high",2,4,"ACTIVE",11,1,27,2,1,NA,3,"fear",4,1,4,3,1,1,3,2,1,1,1,1,NA
"221","007","30MonoWAV/30MonoF2.wav","negative","high",2,2,"ASHAMED",12,1,28,2,1,NA,1,"fear",4,1,4,3,1,1,2,1,1,1,1,1,NA
"222","007","30MonoWAV/30MonoH3.wav","positive","high",1,7,"SAD",13,1,29,3,3,NA,1,"happy",1,1,1,2,1,4,2,1,1,1,1,2,NA
"223","007","30MonoWAV/30MonoH4.wav","positive","high",1,8,"SCARED",14,1,30,3,4,NA,1,"happy",1,1,1,3,1,4,3,1,1,1,1,2,NA
"224","007","30MonoWAV/30MonoT1.wav","positive","low",4,13,"SCARED",15,1,31,2,2,NA,1,"tender",1,1,1,2,1,2,1,2,1,3,1,1,NA
"225","008","30MonoWAV/30MonoH4.wav","positive","high",1,8,"EXCITED",0,0,0,5,4,NA,5,"happy",1,1,1,5,1,5,5,1,1,2,1,5,NA
"226","008","30MonoWAV/30MonoS2.wav","negative","low",3,10,"SAD",1,0,1,1,2,NA,4,"sad",3,1,2,2,1,2,1,4,1,2,1,1,NA
"227","008","30MonoWAV/30MonoH1.wav","positive","high",1,5,"EXCITED",2,0,2,5,4,NA,5,"happy",1,1,1,4,1,4,3,1,1,3,1,5,NA
"228","008","30MonoWAV/30MonoS4.wav","negative","low",3,12,"EXCITED",3,0,3,1,2,NA,1,"sad",2,2,1,2,1,2,1,4,2,2,1,1,NA
"229","008","30MonoWAV/30MonoS3.wav","negative","low",3,11,"ALERT",4,0,4,3,2,NA,3,"sad",3,2,3,3,2,1,1,3,2,2,1,1,NA
"230","008","30MonoWAV/30MonoH3.wav","positive","high",1,7,"EXCITED",5,0,5,4,4,NA,4,"happy",1,1,1,5,1,4,4,1,1,1,1,4,NA
"231","008","30MonoWAV/30MonoT1.wav","positive","low",4,13,"EXCITED",6,0,6,2,4,NA,2,"tender",1,1,1,2,1,3,2,1,1,1,1,2,NA
"232","008","30MonoWAV/30MonoT3.wav","positive","low",4,15,"HAPPY",7,0,7,2,4,NA,4,"tender",1,1,1,1,1,4,1,2,1,1,1,1,NA
"233","008","30MonoWAV/30MonoF2.wav","negative","high",2,2,"ACTIVE",8,0,8,4,2,NA,3,"fear",3,1,3,4,1,2,3,1,1,3,1,2,NA
"234","008","30MonoWAV/30MonoF4.wav","negative","high",2,4,"ANXIOUS",9,0,9,5,3,NA,3,"fear",3,1,2,4,1,2,3,1,1,2,2,3,NA
"235","008","30MonoWAV/30MonoF1.wav","negative","high",2,1,"GUILTY",10,0,10,4,2,NA,1,"fear",3,1,3,4,1,2,3,1,1,2,2,3,NA
"236","008","30MonoWAV/30MonoH2.wav","positive","high",1,6,"HAPPY",11,0,11,3,3,NA,3,"happy",1,1,1,3,1,3,2,1,1,1,1,2,NA
"237","008","30MonoWAV/30MonoT2.wav","positive","low",4,14,"TENDER",12,0,12,3,4,NA,2,"tender",1,1,1,3,1,4,2,1,2,2,1,2,NA
"238","008","30MonoWAV/30MonoF3.wav","negative","high",2,3,"FRUSTRATED",13,0,13,3,2,NA,2,"fear",3,1,2,3,2,2,2,1,1,2,2,3,NA
"239","008","30MonoWAV/30MonoT4.wav","positive","low",4,16,"ANXIOUS",14,0,14,3,4,NA,1,"tender",1,1,1,3,1,4,2,2,1,1,2,3,NA
"240","008","30MonoWAV/30MonoS1.wav","negative","low",3,9,"ALERT",15,0,15,3,2,NA,3,"sad",3,2,2,3,1,2,2,3,2,3,2,2,NA
"241","008","30MonoWAV/30MonoF1.wav","negative","high",2,1,"SAD",0,1,16,4,2,NA,1,"fear",4,1,3,4,2,2,3,1,1,3,2,3,NA
"242","008","30MonoWAV/30MonoT2.wav","positive","low",4,14,"TENDER",1,1,17,3,5,NA,2,"tender",1,1,1,2,1,4,1,1,1,2,1,3,NA
"243","008","30MonoWAV/30MonoT4.wav","positive","low",4,16,"SAD",2,1,18,3,4,NA,2,"tender",1,1,1,3,1,4,2,2,1,1,1,3,NA
"244","008","30MonoWAV/30MonoH1.wav","positive","high",1,5,"EXCITED",3,1,19,4,4,NA,3,"happy",1,1,1,3,1,4,2,1,1,1,1,3,NA
"245","008","30MonoWAV/30MonoH3.wav","positive","high",1,7,"ANGRY",4,1,20,5,4,NA,1,"happy",1,1,1,4,1,4,3,1,1,2,1,4,NA
"246","008","30MonoWAV/30MonoF4.wav","negative","high",2,4,"FRUSTRATED",5,1,21,4,2,NA,2,"fear",2,1,1,4,1,2,2,1,1,2,2,3,NA
"247","008","30MonoWAV/30MonoF3.wav","negative","high",2,3,"TENDER",6,1,22,3,2,NA,2,"fear",3,1,2,2,1,2,1,1,2,2,2,1,NA
"248","008","30MonoWAV/30MonoH4.wav","positive","high",1,8,"GUILTY",7,1,23,4,4,NA,1,"happy",1,1,1,4,1,4,4,1,1,1,1,4,NA
"249","008","30MonoWAV/30MonoT1.wav","positive","low",4,13,"ALERT",8,1,24,2,3,NA,2,"tender",1,1,1,2,1,3,1,2,1,1,1,2,NA
"250","008","30MonoWAV/30MonoT3.wav","positive","low",4,15,"SCARED",9,1,25,2,4,NA,1,"tender",1,1,1,2,1,3,1,2,1,1,1,1,NA
"251","008","30MonoWAV/30MonoS1.wav","negative","low",3,9,"ALERT",10,1,26,2,3,NA,3,"sad",3,3,2,3,2,2,1,3,2,2,1,2,NA
"252","008","30MonoWAV/30MonoH2.wav","positive","high",1,6,"ANXIOUS",11,1,27,3,3,NA,1,"happy",1,1,1,3,1,3,3,1,1,1,1,3,NA
"253","008","30MonoWAV/30MonoS3.wav","negative","low",3,11,"ACTIVE",12,1,28,3,2,NA,1,"sad",3,1,2,2,2,2,1,1,2,2,2,1,NA
"254","008","30MonoWAV/30MonoF2.wav","negative","high",2,2,"SAD",13,1,29,3,2,NA,2,"fear",3,1,3,3,2,2,1,2,1,2,2,3,NA
"255","008","30MonoWAV/30MonoS4.wav","negative","low",3,12,"FRUSTRATED",14,1,30,1,1,NA,2,"sad",3,1,2,1,1,1,1,3,1,2,2,1,NA
"256","008","30MonoWAV/30MonoS2.wav","negative","low",3,10,"ASHAMED",15,1,31,1,2,NA,2,"sad",2,2,2,2,1,2,1,3,1,2,2,1,NA
"257","009","30MonoWAV/30MonoT2.wav","positive","low",4,14,"EXCITED",0,0,0,1,3,NA,2,"tender",1,1,1,1,1,3,2,1,1,3,1,2,NA
"258","009","30MonoWAV/30MonoT4.wav","positive","low",4,16,"ALERT",1,0,1,2,5,NA,1,"tender",1,1,1,1,1,4,1,3,1,3,1,4,NA
"259","009","30MonoWAV/30MonoH1.wav","positive","high",1,5,"ANXIOUS",2,0,2,4,3,NA,4,"happy",4,1,1,4,1,3,4,1,1,2,1,3,NA
"260","009","30MonoWAV/30MonoF2.wav","negative","high",2,2,"HAPPY",3,0,3,4,1,NA,1,"fear",5,1,5,5,1,1,3,1,1,2,5,2,NA
"261","009","30MonoWAV/30MonoH3.wav","positive","high",1,7,"ANXIOUS",4,0,4,3,4,NA,1,"happy",1,1,1,1,1,5,4,1,1,2,1,4,NA
"262","009","30MonoWAV/30MonoS3.wav","negative","low",3,11,"SCARED",5,0,5,1,2,NA,1,"sad",1,1,1,1,1,1,1,4,1,3,1,1,NA
"263","009","30MonoWAV/30MonoF3.wav","negative","high",2,3,"ASHAMED",6,0,6,4,3,NA,1,"fear",4,1,1,5,1,3,4,1,1,1,4,3,NA
"264","009","30MonoWAV/30MonoS2.wav","negative","low",3,10,"EXCITED",7,0,7,1,2,NA,1,"sad",1,1,1,1,1,2,1,4,1,4,1,1,NA
"265","009","30MonoWAV/30MonoS4.wav","negative","low",3,12,"ALERT",8,0,8,2,2,NA,1,"sad",1,4,1,1,1,1,1,5,4,5,1,2,NA
"266","009","30MonoWAV/30MonoF1.wav","negative","high",2,1,"EXCITED",9,0,9,3,2,NA,3,"fear",4,1,4,5,1,1,3,1,1,1,4,3,NA
"267","009","30MonoWAV/30MonoT3.wav","positive","low",4,15,"SCARED",10,0,10,3,5,NA,1,"tender",1,1,1,3,1,5,3,1,1,4,1,3,NA
"268","009","30MonoWAV/30MonoF4.wav","negative","high",2,4,"SCARED",11,0,11,3,2,NA,2,"fear",5,1,2,5,2,1,3,3,1,1,1,1,NA
"269","009","30MonoWAV/30MonoH2.wav","positive","high",1,6,"TENDER",12,0,12,4,3,NA,1,"happy",2,1,1,3,1,3,4,1,1,1,1,5,NA
"270","009","30MonoWAV/30MonoS1.wav","negative","low",3,9,"SAD",13,0,13,1,2,NA,5,"sad",1,2,2,1,2,1,1,5,3,4,2,1,NA
"271","009","30MonoWAV/30MonoH4.wav","positive","high",1,8,"TENDER",14,0,14,5,4,NA,2,"happy",1,1,1,4,1,5,5,1,1,2,1,4,NA
"272","009","30MonoWAV/30MonoT1.wav","positive","low",4,13,"TENDER",15,0,15,2,4,NA,4,"tender",1,1,1,1,1,3,2,4,2,4,1,1,NA
"273","009","30MonoWAV/30MonoT3.wav","positive","low",4,15,"ANGRY",0,1,16,1,3,NA,1,"tender",2,1,1,1,1,4,2,2,1,3,1,3,NA
"274","009","30MonoWAV/30MonoH1.wav","positive","high",1,5,"ANXIOUS",1,1,17,4,3,NA,4,"happy",4,1,1,4,1,3,4,1,1,1,1,4,NA
"275","009","30MonoWAV/30MonoT4.wav","positive","low",4,16,"HAPPY",2,1,18,1,5,NA,5,"tender",1,1,1,1,1,5,1,1,1,4,1,3,NA
"276","009","30MonoWAV/30MonoH2.wav","positive","high",1,6,"EXCITED",3,1,19,4,3,NA,4,"happy",3,1,1,4,1,3,4,1,1,1,1,4,NA
"277","009","30MonoWAV/30MonoT1.wav","positive","low",4,13,"ALERT",4,1,20,1,4,NA,1,"tender",2,1,1,1,1,3,1,4,2,4,1,1,NA
"278","009","30MonoWAV/30MonoF1.wav","negative","high",2,1,"ALERT",5,1,21,3,1,NA,4,"fear",4,1,3,4,2,1,4,1,1,1,4,3,NA
"279","009","30MonoWAV/30MonoS3.wav","negative","low",3,11,"TENDER",6,1,22,1,1,NA,4,"sad",1,3,1,1,1,1,1,4,3,4,2,1,NA
"280","009","30MonoWAV/30MonoH3.wav","positive","high",1,7,"FRUSTRATED",7,1,23,5,4,NA,1,"happy",1,1,1,4,1,5,4,1,1,1,1,4,NA
"281","009","30MonoWAV/30MonoF4.wav","negative","high",2,4,"SAD",8,1,24,2,3,NA,1,"fear",4,1,2,4,1,1,4,1,1,1,1,2,NA
"282","009","30MonoWAV/30MonoS4.wav","negative","low",3,12,"SAD",9,1,25,1,2,NA,4,"sad",1,3,1,1,1,2,1,4,3,4,2,1,NA
"283","009","30MonoWAV/30MonoT2.wav","positive","low",4,14,"SCARED",10,1,26,3,3,NA,1,"tender",1,1,1,1,1,4,2,1,1,4,1,4,NA
"284","009","30MonoWAV/30MonoS1.wav","negative","low",3,9,"SCARED",11,1,27,1,4,NA,1,"sad",2,4,1,1,1,2,1,4,4,3,1,1,NA
"285","009","30MonoWAV/30MonoH4.wav","positive","high",1,8,"ASHAMED",12,1,28,5,4,NA,1,"happy",2,1,1,3,1,5,4,1,1,1,1,4,NA
"286","009","30MonoWAV/30MonoF2.wav","negative","high",2,2,"TENDER",13,1,29,2,1,NA,1,"fear",4,1,3,5,2,1,3,2,1,1,4,2,NA
"287","009","30MonoWAV/30MonoF3.wav","negative","high",2,3,"ALERT",14,1,30,3,2,NA,4,"fear",4,1,3,4,3,1,2,1,1,1,1,2,NA
"288","009","30MonoWAV/30MonoS2.wav","negative","low",3,10,"ANXIOUS",15,1,31,1,2,NA,2,"sad",2,2,2,1,1,1,1,4,3,3,1,1,NA
"289","010","30MonoWAV/30MonoF2.wav","negative","high",2,2,"FRUSTRATED",0,0,0,1,2,NA,1,"fear",4,1,3,3,1,1,1,1,1,1,1,2,NA
"290","010","30MonoWAV/30MonoS2.wav","negative","low",3,10,"ALERT",1,0,1,1,4,NA,2,"sad",1,1,1,2,1,2,1,3,1,4,1,2,NA
"291","010","30MonoWAV/30MonoT2.wav","positive","low",4,14,"ANXIOUS",2,0,2,1,2,NA,3,"tender",3,1,1,3,2,2,1,2,1,2,3,1,NA
"292","010","30MonoWAV/30MonoT4.wav","positive","low",4,16,"TENDER",3,0,3,2,5,NA,4,"tender",1,1,1,2,1,4,2,2,1,4,1,1,NA
"293","010","30MonoWAV/30MonoT1.wav","positive","low",4,13,"EXCITED",4,0,4,2,3,NA,2,"tender",1,1,1,1,1,2,1,3,1,4,1,2,NA
"294","010","30MonoWAV/30MonoT3.wav","positive","low",4,15,"ASHAMED",5,0,5,3,5,NA,1,"tender",1,1,1,2,1,5,2,2,1,4,1,3,NA
"295","010","30MonoWAV/30MonoH4.wav","positive","high",1,8,"EXCITED",6,0,6,4,4,NA,5,"happy",1,1,1,3,1,4,3,1,1,2,1,5,NA
"296","010","30MonoWAV/30MonoH1.wav","positive","high",1,5,"ALERT",7,0,7,3,3,NA,3,"happy",1,1,1,3,1,4,3,1,1,1,1,2,NA
"297","010","30MonoWAV/30MonoS1.wav","negative","low",3,9,"HAPPY",8,0,8,1,2,NA,1,"sad",2,2,1,1,1,1,1,4,2,3,1,1,NA
"298","010","30MonoWAV/30MonoH3.wav","positive","high",1,7,"GUILTY",9,0,9,4,3,NA,1,"happy",1,1,1,3,1,3,4,1,1,2,1,4,NA
"299","010","30MonoWAV/30MonoS3.wav","negative","low",3,11,"ALERT",10,0,10,1,2,NA,1,"sad",2,2,1,1,1,1,1,4,3,1,1,1,NA
"300","010","30MonoWAV/30MonoH2.wav","positive","high",1,6,"ASHAMED",11,0,11,3,2,NA,1,"happy",1,1,1,3,1,2,2,1,1,2,1,3,NA
"301","010","30MonoWAV/30MonoS4.wav","negative","low",3,12,"ACTIVE",12,0,12,1,3,NA,1,"sad",1,1,1,1,1,2,1,5,2,2,1,2,NA
"302","010","30MonoWAV/30MonoF1.wav","negative","high",2,1,"HAPPY",13,0,13,3,1,NA,1,"fear",3,1,2,2,3,1,2,1,1,1,4,2,NA
"303","010","30MonoWAV/30MonoF3.wav","negative","high",2,3,"TENDER",14,0,14,3,2,NA,1,"fear",4,1,2,3,1,1,3,1,1,1,1,2,NA
"304","010","30MonoWAV/30MonoF4.wav","negative","high",2,4,"ALERT",15,0,15,4,2,NA,2,"fear",4,1,3,2,1,1,2,2,1,1,1,4,NA
"305","010","30MonoWAV/30MonoF2.wav","negative","high",2,2,"TENDER",0,1,16,3,1,NA,1,"fear",5,1,4,4,1,1,2,1,1,1,1,3,NA
"306","010","30MonoWAV/30MonoF4.wav","negative","high",2,4,"ACTIVE",1,1,17,3,1,NA,2,"fear",4,1,3,4,1,1,2,1,1,1,1,3,NA
"307","010","30MonoWAV/30MonoF1.wav","negative","high",2,1,"ALERT",2,1,18,3,1,NA,4,"fear",4,1,2,4,1,1,3,1,1,1,2,2,NA
"308","010","30MonoWAV/30MonoH2.wav","positive","high",1,6,"EXCITED",3,1,19,2,3,NA,3,"happy",1,1,1,3,1,3,4,1,1,1,1,3,NA
"309","010","30MonoWAV/30MonoT1.wav","positive","low",4,13,"ASHAMED",4,1,20,1,3,NA,1,"tender",1,1,1,1,1,3,1,2,1,4,1,1,NA
"310","010","30MonoWAV/30MonoS3.wav","negative","low",3,11,"ASHAMED",5,1,21,1,2,NA,2,"sad",2,2,1,1,1,1,1,4,3,1,2,1,NA
"311","010","30MonoWAV/30MonoH4.wav","positive","high",1,8,"ANXIOUS",6,1,22,4,5,NA,1,"happy",1,1,1,3,1,4,5,1,1,2,1,4,NA
"312","010","30MonoWAV/30MonoS1.wav","negative","low",3,9,"SAD",7,1,23,1,1,NA,3,"sad",2,2,1,1,1,1,1,3,3,2,1,1,NA
"313","010","30MonoWAV/30MonoH1.wav","positive","high",1,5,"ANGRY",8,1,24,3,3,NA,1,"happy",1,1,1,2,1,3,2,1,1,2,1,3,NA
"314","010","30MonoWAV/30MonoT3.wav","positive","low",4,15,"EXCITED",9,1,25,1,4,NA,2,"tender",1,1,1,2,1,4,1,2,1,4,1,2,NA
"315","010","30MonoWAV/30MonoT2.wav","positive","low",4,14,"EXCITED",10,1,26,1,1,NA,1,"tender",3,1,1,1,1,2,1,3,1,2,3,1,NA
"316","010","30MonoWAV/30MonoS2.wav","negative","low",3,10,"FRUSTRATED",11,1,27,1,3,NA,1,"sad",1,3,1,1,1,1,1,4,2,2,1,1,NA
"317","010","30MonoWAV/30MonoS4.wav","negative","low",3,12,"SAD",12,1,28,1,2,NA,4,"sad",1,2,1,1,1,1,1,4,2,3,1,1,NA
"318","010","30MonoWAV/30MonoT4.wav","positive","low",4,16,"ALERT",13,1,29,2,3,NA,2,"tender",1,1,1,2,1,3,1,3,1,4,1,1,NA
"319","010","30MonoWAV/30MonoF3.wav","negative","high",2,3,"ANXIOUS",14,1,30,3,1,NA,4,"fear",4,1,3,3,1,1,2,1,1,1,1,1,NA
"320","010","30MonoWAV/30MonoH3.wav","positive","high",1,7,"ASHAMED",15,1,31,3,2,NA,1,"happy",1,1,1,4,1,4,3,1,1,2,1,3,NA
"321","011","30MonoWAV/30MonoT3.wav","positive","low",4,15,"SCARED",0,0,0,1,2,2,1,"tender",1,1,1,1,1,1,1,1,1,1,1,1,NA
"322","011","30MonoWAV/30MonoH2.wav","positive","high",1,6,"TENDER",1,0,1,2,2,1,1,"happy",1,1,1,3,1,1,1,1,1,1,1,2,NA
"323","011","30MonoWAV/30MonoH3.wav","positive","high",1,7,"SAD",2,0,2,3,3,1,1,"happy",1,1,1,1,1,1,2,1,1,1,1,2,NA
"324","011","30MonoWAV/30MonoS1.wav","negative","low",3,9,"SCARED",3,0,3,3,3,3,1,"sad",1,1,1,2,1,2,1,2,1,2,1,1,NA
"325","011","30MonoWAV/30MonoT4.wav","positive","low",4,16,"ASHAMED",4,0,4,2,2,2,1,"tender",1,1,1,1,1,2,1,1,1,2,1,2,NA
"326","011","30MonoWAV/30MonoF2.wav","negative","high",2,2,"ANGRY",5,0,5,3,2,2,1,"fear",1,1,1,4,1,1,2,2,1,2,1,4,NA
